term,conf.low,conf.high
(Intercept),-0.3232831849527782,-0.04041096798576338
trial_c,-0.6850273038695612,-0.5688163251533255
payoff_group3,-0.5740637590944302,-0.1684334248737425
payoff_group4,-0.7981914743999807,-0.3961804502413144
trial_c:payoff_group3,0.14526118823535333,0.31226329345403225
trial_c:payoff_group4,-0.01244479505386395,0.15340216049371955
