term,conf.low,conf.high
(Intercept),6.926108531083783,6.99240100701791
trial_c,-0.029131207994246115,-0.022284070047480106
payoff_group3,-0.0744160763091091,0.02059841550058399
payoff_group4,-0.058141516259047836,0.03597060820306113
