term,conf.low,conf.high
(Intercept),60.17991180200758,61.176846188611194
trial_c,-1.2992876121230468,-0.5819517580519988
payoff_group3,-2.1148284853206274,-0.6874162672295367
payoff_group4,-5.933320819619291,-4.518623498940706
trial_c:payoff_group3,6.997089842462042,8.02380239408151
trial_c:payoff_group4,4.81935951884441,5.836909004697663
