term,conf.low,conf.high
(Intercept),-0.0018177244744526921,0.1451299688300085
trial_c,0.4154720270790822,0.5358357673816413
trial_c2,0.2822315133406619,0.3285678803692389
payoff_group3,0.4750970218871345,0.6860305919820029
payoff_group4,-0.024817112149409362,0.18417732380221918
trial_c:payoff_group3,-0.5119637301036056,-0.3404211616268431
trial_c:payoff_group4,-0.5154323638503869,-0.343791243607436
trial_c2:payoff_group3,-0.42133815967442606,-0.3568529697820984
trial_c2:payoff_group4,0.157298757414076,0.22578821770659402
